date/time: ,24/10/2025,13:50
Run 1

time	(LX)
0,000000	3,919377E+1
0,006667	8,864545E+1
0,013333	1,133713E+2
0,020000	1,133713E+2
0,026667	3,919377E+1
0,033333	6,391961E+1
0,040000	-1,025791E+1
0,046667	1,380971E+2
0,053333	6,391961E+1
0,060000	-1,025791E+1
0,066667	8,864545E+1
0,073333	1,380971E+2
0,080000	6,391961E+1
0,086667	-1,025791E+1
0,093333	3,919377E+1
0,100000	8,864545E+1
0,106667	6,391961E+1
0,113333	8,864545E+1
0,120000	1,446793E+1
0,126667	8,864545E+1
0,133333	1,380971E+2
0,140000	-1,025791E+1
0,146667	3,919377E+1
0,153333	1,133713E+2
0,160000	6,391961E+1
0,166667	-1,025791E+1
0,173333	6,391961E+1
0,180000	3,919377E+1
0,186667	8,864545E+1
0,193333	6,391961E+1
0,200000	6,391961E+1
0,206667	1,380971E+2
0,213333	6,391961E+1
0,220000	-1,025791E+1
0,226667	3,919377E+1
0,233333	1,380971E+2
0,240000	3,919377E+1
0,246667	1,380971E+2
0,253333	-1,025791E+1
0,260000	6,391961E+1
0,266667	1,380971E+2
0,273333	1,133713E+2
0,280000	-1,025791E+1
0,286667	8,864545E+1
0,293333	1,133713E+2
0,300000	1,133713E+2
0,306667	1,446793E+1
0,313333	6,391961E+1
0,320000	6,391961E+1
0,326667	1,446793E+1
0,333333	8,864545E+1
0,340000	6,391961E+1
0,346667	1,133713E+2
0,353333	6,391961E+1
0,360000	6,391961E+1
0,366667	1,380971E+2
0,373333	-1,025791E+1
0,380000	6,391961E+1
0,386667	1,133713E+2
0,393333	-1,025791E+1
0,400000	6,391961E+1
0,406667	1,133713E+2
0,413333	-1,025791E+1
0,420000	6,391961E+1
0,426667	8,864545E+1
0,433333	3,919377E+1
0,440000	1,380971E+2
0,446667	6,391961E+1
0,453333	-1,025791E+1
0,460000	1,133713E+2
0,466667	-1,025791E+1
0,473333	6,391961E+1
0,480000	6,391961E+1
0,486667	6,391961E+1
0,493333	6,391961E+1
0,500000	1,133713E+2
0,506667	-1,025791E+1
0,513333	3,919377E+1
0,520000	8,864545E+1
0,526667	1,380971E+2
0,533333	8,864545E+1
0,540000	-1,025791E+1
0,546667	6,391961E+1
0,553333	1,446793E+1
0,560000	1,133713E+2
0,566667	8,864545E+1
0,573333	6,391961E+1
0,580000	6,391961E+1
0,586667	6,391961E+1
0,593333	1,133713E+2
0,600000	6,391961E+1
0,606667	1,446793E+1
0,613333	6,391961E+1
0,620000	1,446793E+1
0,626667	6,391961E+1
0,633333	1,133713E+2
0,640000	1,446793E+1
0,646667	6,391961E+1
0,653333	1,133713E+2
0,660000	6,391961E+1
0,666667	1,446793E+1
0,673333	6,391961E+1
0,680000	1,380971E+2
0,686667	6,391961E+1
0,693333	1,446793E+1
0,700000	6,391961E+1
0,706667	1,133713E+2
0,713333	1,628230E+2
0,720000	6,391961E+1
0,726667	8,864545E+1
0,733333	-1,025791E+1
0,740000	1,133713E+2
0,746667	3,919377E+1
0,753333	3,919377E+1
0,760000	6,391961E+1
0,766667	3,919377E+1
0,773333	3,919377E+1
0,780000	1,446793E+1
0,786667	1,133713E+2
0,793333	3,919377E+1
0,800000	1,446793E+1
0,806667	6,391961E+1
0,813333	-1,025791E+1
0,820000	1,133713E+2
0,826667	1,446793E+1
0,833333	6,391961E+1
0,840000	1,133713E+2
0,846667	6,391961E+1
0,853333	1,446793E+1
0,860000	1,133713E+2
0,866667	1,446793E+1
0,873333	1,380971E+2
0,880000	-1,025791E+1
0,886667	1,133713E+2
0,893333	6,391961E+1
0,900000	6,391961E+1
0,906667	8,864545E+1
0,913333	-1,025791E+1
0,920000	1,133713E+2
0,926667	1,380971E+2
0,933333	3,919377E+1
0,940000	-1,025791E+1
0,946667	1,380971E+2
0,953333	8,864545E+1
0,960000	1,446793E+1
0,966667	1,133713E+2
0,973333	-1,025791E+1
0,980000	1,133713E+2
0,986667	-1,025791E+1
0,993333	1,380971E+2
1,000000	6,391961E+1
1,006667	6,391961E+1
1,013333	8,864545E+1
1,020000	8,864545E+1
1,026667	3,919377E+1
1,033333	6,391961E+1
1,040000	1,446793E+1
1,046667	8,864545E+1
1,053333	6,391961E+1
1,060000	8,864545E+1
1,066667	1,446793E+1
1,073333	1,133713E+2
1,080000	1,446793E+1
1,086667	1,133713E+2
1,093333	-1,025791E+1
1,100000	1,380971E+2
1,106667	6,391961E+1
1,113333	8,864545E+1
1,120000	3,919377E+1
1,126667	8,864545E+1
1,133333	1,133713E+2
1,140000	-1,025791E+1
1,146667	1,133713E+2
1,153333	1,446793E+1
1,160000	6,391961E+1
1,166667	1,133713E+2
1,173333	6,391961E+1
1,180000	8,864545E+1
1,186667	1,133713E+2
1,193333	8,864545E+1
1,200000	3,919377E+1
1,206667	6,391961E+1
1,213333	8,864545E+1
1,220000	8,864545E+1
1,226667	8,864545E+1
1,233333	6,391961E+1
1,240000	8,864545E+1
1,246667	6,391961E+1
1,253333	6,391961E+1
1,260000	6,391961E+1
1,266667	-1,025791E+1
1,273333	1,133713E+2
1,280000	-1,025791E+1
1,286667	1,133713E+2
1,293333	1,446793E+1
1,300000	1,380971E+2
1,306667	-1,025791E+1
1,313333	1,133713E+2
1,320000	6,391961E+1
1,326667	6,391961E+1
1,333333	8,864545E+1
1,340000	1,446793E+1
1,346667	1,628230E+2
1,353333	1,446793E+1
1,360000	1,380971E+2
1,366667	1,446793E+1
1,373333	6,391961E+1
1,380000	1,133713E+2
1,386667	3,919377E+1
1,393333	8,864545E+1
1,400000	6,391961E+1
1,406667	1,133713E+2
1,413333	-1,025791E+1
1,420000	1,133713E+2
1,426667	1,446793E+1
1,433333	1,133713E+2
1,440000	-1,025791E+1
1,446667	6,391961E+1
1,453333	1,133713E+2
1,460000	8,864545E+1
1,466667	6,391961E+1
1,473333	6,391961E+1
1,480000	6,391961E+1
1,486667	8,864545E+1
1,493333	6,391961E+1
1,500000	1,133713E+2
1,506667	8,864545E+1
1,513333	1,446793E+1
1,520000	1,133713E+2
1,526667	-1,025791E+1
1,533333	1,133713E+2
1,540000	8,864545E+1
1,546667	1,133713E+2
1,553333	6,391961E+1
1,560000	6,391961E+1
1,566667	6,391961E+1
1,573333	1,133713E+2
1,580000	-1,025791E+1
1,586667	1,133713E+2
1,593333	-1,025791E+1
1,600000	1,380971E+2
1,606667	1,446793E+1
1,613333	1,133713E+2
1,620000	1,380971E+2
1,626667	1,446793E+1
1,633333	1,133713E+2
1,640000	-1,025791E+1
1,646667	1,380971E+2
1,653333	-1,025791E+1
1,660000	1,133713E+2
1,666667	1,446793E+1
1,673333	1,133713E+2
1,680000	1,446793E+1
1,686667	1,133713E+2
1,693333	-1,025791E+1
1,700000	6,391961E+1
1,706667	8,864545E+1
1,713333	1,446793E+1
1,720000	1,628230E+2
1,726667	-1,025791E+1
1,733333	1,133713E+2
1,740000	3,919377E+1
1,746667	1,446793E+1
1,753333	1,380971E+2
1,760000	1,446793E+1
1,766667	1,133713E+2
1,773333	8,864545E+1
1,780000	1,446793E+1
1,786667	1,133713E+2
1,793333	1,446793E+1
1,800000	1,133713E+2
1,806667	1,446793E+1
1,813333	3,919377E+1
1,820000	1,133713E+2
1,826667	6,391961E+1
1,833333	-1,025791E+1
1,840000	1,380971E+2
1,846667	-1,025791E+1
1,853333	1,133713E+2
1,860000	3,919377E+1
1,866667	6,391961E+1
1,873333	1,133713E+2
1,880000	6,391961E+1
1,886667	1,133713E+2
1,893333	3,919377E+1
1,900000	1,446793E+1
1,906667	8,864545E+1
1,913333	1,380971E+2
1,920000	8,864545E+1
1,926667	1,133713E+2
1,933333	6,391961E+1
1,940000	3,919377E+1
1,946667	6,391961E+1
1,953333	6,391961E+1
1,960000	6,391961E+1
1,966667	6,391961E+1
1,973333	-1,025791E+1
1,980000	1,133713E+2
1,986667	1,446793E+1
1,993333	1,133713E+2
2,000000	-1,025791E+1
2,006667	8,864545E+1
2,013333	1,446793E+1
2,020000	1,380971E+2
2,026667	-1,025791E+1
2,033333	1,133713E+2
2,040000	1,446793E+1
2,046667	1,380971E+2
2,053333	-1,025791E+1
2,060000	1,133713E+2
2,066667	8,864545E+1
2,073333	8,864545E+1
2,080000	1,133713E+2
2,086667	-1,025791E+1
2,093333	1,380971E+2
2,100000	8,864545E+1
2,106667	1,446793E+1
2,113333	6,391961E+1
2,120000	1,380971E+2
2,126667	6,391961E+1
2,133333	1,133713E+2
2,140000	1,446793E+1
2,146667	6,391961E+1
2,153333	3,919377E+1
2,160000	8,864545E+1
2,166667	6,391961E+1
2,173333	-1,025791E+1
2,180000	1,133713E+2
2,186667	8,864545E+1
2,193333	1,133713E+2
2,200000	1,446793E+1
2,206667	1,133713E+2
2,213333	-1,025791E+1
2,220000	1,133713E+2
2,226667	-1,025791E+1
2,233333	6,391961E+1
2,240000	1,380971E+2
2,246667	1,446793E+1
2,253333	1,380971E+2
2,260000	3,919377E+1
2,266667	1,133713E+2
2,273333	1,446793E+1
2,280000	6,391961E+1
2,286667	6,391961E+1
2,293333	1,133713E+2
2,300000	6,391961E+1
2,306667	-1,025791E+1
2,313333	1,133713E+2
2,320000	8,864545E+1
2,326667	1,380971E+2
2,333333	1,446793E+1
2,340000	6,391961E+1
2,346667	6,391961E+1
2,353333	-1,025791E+1
2,360000	1,133713E+2
2,366667	-1,025791E+1
2,373333	1,380971E+2
2,380000	-1,025791E+1
2,386667	1,380971E+2
2,393333	1,380971E+2
2,400000	1,446793E+1
2,406667	1,133713E+2
2,413333	-1,025791E+1
2,420000	1,133713E+2
2,426667	6,391961E+1
2,433333	3,919377E+1
2,440000	6,391961E+1
2,446667	1,446793E+1
2,453333	6,391961E+1
2,460000	1,380971E+2
2,466667	3,919377E+1
2,473333	8,864545E+1
2,480000	1,380971E+2
2,486667	1,446793E+1
2,493333	6,391961E+1
2,500000	1,133713E+2
2,506667	3,919377E+1
2,513333	-1,025791E+1
2,520000	6,391961E+1
2,526667	1,133713E+2
2,533333	8,864545E+1
2,540000	1,446793E+1
2,546667	1,133713E+2
2,553333	8,864545E+1
2,560000	8,864545E+1
2,566667	-1,025791E+1
2,573333	1,133713E+2
2,580000	8,864545E+1
2,586667	1,446793E+1
2,593333	1,133713E+2
2,600000	1,446793E+1
2,606667	1,380971E+2
2,613333	1,446793E+1
2,620000	1,380971E+2
2,626667	6,391961E+1
2,633333	6,391961E+1
2,640000	6,391961E+1
2,646667	6,391961E+1
2,653333	1,446793E+1
2,660000	1,133713E+2
2,666667	6,391961E+1
2,673333	1,446793E+1
2,680000	1,133713E+2
2,686667	3,919377E+1
2,693333	1,380971E+2
